0.0	2.0	2.0
1.0	2.04765	2.03275
3.0	2.32844	2.22687
10.0	3.47713	3.03411
30.0	5.75868	4.67317
100.0	10.4049	8.07053
300.0	17.9876	13.6719
1000.0	32.8265	24.6909
10000.0	103.796	77.5627
