0.0	2.0	2.0
1.0	2.32947	2.09956
2.5	3.5446	2.43017
5.0	6.0776	3.00055
7.5	8.75965	3.50226
10.0	11.4877	3.94644
12.5	14.2362	4.34768
15.0	16.9957	4.71591
17.5	19.762	5.05795
